Código,Descripción,Categoría,Sección,Capítulo
35.35,OPERACION TRABECULA CARNOSA CORAZON,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.39,OPERACION ESTRUCTURA ADYACENTE VALVULA CORAZON.OTRA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.4,PRODUCCION DEFECTO TABIQUE CORAZON,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.41,AMPLIACION DEFECTO EXISTENTE TABIQUE AURICULA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.42,CREACION DEFECTO TABIQUE CORAZON,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.5,REPARACION TABIQUE ATRIO Y VENTRICULO CON PROTESIS,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.50,REPARACION DEFECTO TABIQUE CORAZON NEOM,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.51,REPARACION DEFECTO TABIQUE AURICULA CON PROTESIS TECNICA ABIERTA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.52,REPARACION DEFECTO TABIQUE AURICULA CON PROTESIS TECNICA CERRADA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.53,REPARACION DEFECTO TABIQUE VENTRICULO CON PROTESIS TECNICA ABIERTA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.54,REPARACION DEFECTO COJINETE ENDOCARDIO CON PROTESIS,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.55,REPARACION DEFECTO TABIQUE VENTRICULAR CON PROTESIS TECNICA CERRADA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.6,REPARACION TABIQUE AURICULA Y VENTRICULO CON INJERTO,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.60,REPARACION DEFECTO TABIQUE CORAZON NEOM CON INJERTO,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.61,REPARACION DEFECTO TABIQUE AURICULA CON INJERTO,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.62,REPARACION DEFECTO TABIQUE VENTRICULO CON INJERTO,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.63,REPARACION DEFECTO COJINETE ENDOCARDIO CON INJERTO,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.7,REPARACION TABIQUE AURICULA Y VENTRICULO OTRA Y NEOM,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.70,REPARACION DEFECTO TABIQUE CORAZON OTRA Y NEOM,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.71,REPARACION DEFECTO TABIQUE AURICULA OTRA Y NEOM,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.72,REPARACION DEFECTO TABIQUE VENTRICULO OTRA Y NEOM,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.73,REPARACION DEFECTO COJINETE ENDOCARDIO OTRA Y NEOM,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.8,REPARACION ANOMALIA CONGENITA CORAZON TOTAL,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.81,REPARACION TETRALOGIA DE FALLOT TOTAL,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.82,REPARACION DRENAJE VENOSO PULMON ANOMALO TOTAL,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.83,REPARACION TRONCO ARTERIOSO TOTAL,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.84,CORRECCION TOTAL O TRASPOSICION GRANDES VASOS NCOC,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.9,OPERACION VALVULA Y TABIQUE CORAZON OTRA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.91,TRANSPOSICION INTERAURICULAR RETORNO VENOSO,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.92,CREACION CONDUCTO VENTRICULO DERECHO Y ARTERIA PULMONAR,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.93,CREACION CONDUCTO VENTRICULO IZQUIERDO Y AORTA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.94,CREACION CONDUCTO AURICULA Y ARTERIA PUOLMONAR,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.95,REVISION REPARACION CORAZON,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.96,VALVULOPLASTIA CORAZON PERCUTANEA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.97,REPARACION VALVULA MITRAL CON IMPLANTE,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.98,OPERACION TABIQUE CORAZON OTRA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
35.99,OPERACION VALVULA CORAZON OTRA,35 OPERACIONES SOBRE VALVULAS Y TABIQUES DEL CORAZON,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36,OPERACION VASO CORAZON,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.0,DESOBSTRUCCION ARTERIA CORONARIA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.03,ANGIOPLASTIA ARTERIA CORONARIA CON TORAX ABIERTO,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.04,INFUSION TROMBOLITICA ARTERIA CORONARIA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.06,INSERCION STENT ARTERIAL NO CORONARIO SIN LIBERACION MEDICAMENTO,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.07,INSERCION STENT ARTERIAL CORONARIO CON LIBERACION MEDICAMENTO,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.09,ELIMINACION OBSTRUCCION ARTERIA CORONARIA OTRA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.1,ANASTOMOSIS DERIVATIVA PARA REVASCULARICION CORAZON,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.10,DERIVACION AORTOCORONARIA NEOM,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.11,DERIVACION AORTOCORONARIA UNA ARTERIA CORONARIA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.12,DERIVACION AORTOCORONARIA DOS ARTERIAS CORONARIAS,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.13,DERIVACION AORTOCORONARIA TRES ARTERIAS CORONARIAS,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.14,DERIVACION AORTOCORONARIA CUATRO ARTERIAS CORONARIAS,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.15,DERIVACION ARTERIA MAMARIA A CORONARIA SIMPLE,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.16,DERIVACION ARTERIA MAMARIA A CORONARIA DOBLE,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.17,DERIVACION ABDOMINOCORONARIA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.19,ANASTOMOSIS DERIVATIVA PARA REVASCULARIZACION CORAZON.OTRA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.2,REVASCULARIZACION CORAZON POR IMPLANTACION ARTERIAL,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.3,REVASCULARIZACION CORAZON OTRA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.31,REVASCULARIZACION TRANSMIOCARDICA TORAX ABIERTO,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.32,REVASCULARIZACION TRANSMIOCARDICA OTRA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.33,REVASCULARIZACION TRANSMIOCARDICA ENDOSCOPICA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.34,REVASCULARIZACION TRANSMIOCARDICA PERCUTANEA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.39,REVASCULARIZACION CORAZON OTRA.OTRA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.9,OPERACION VASO CORAZON OTRA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.91,REPARACION ANEURISMA VASO CORONARIO,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
36.99,OPERACION VASO CORAZON.OTRA,36 OPERACIONES SOBRE VASOS CARDIACOS,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37,OPERACION CORAZON Y PERICARDIO OTRA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.0,PERICARDIOCENTESIS,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.1,CARDIOTOMIA Y PERICARDIOTOMIA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.10,INCISION CORAZON NEOM,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.11,CARDIOTOMIA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.12,PERICARDIOTOMIA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.2,PROCEDIMIENTO DIAGNOSTICO CORAZON Y PERICARDIO,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.20,ESTIMULACION ELECTRICA PROGRAMADA NO INVASIVA (NIPS),37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.21,CATETERISMO CORAZON LADO DERECHO,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.22,CATETERISMO CORAZON LADO IZQUIERDO,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.23,CATETERISMO CORAZON COMBINADO LADO DERECHO E IZQUIERDO,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.24,BIOPSIA PERICARDIO,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.25,BIOPSIA CORAZON,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.26,ESTIMULACION CORAZON ELECTROFISIOLOGICA Y ESTUDIO REGISTRO,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.27,CHEQUEO CORAZON,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.28,ECOCARDIOGRAFIA INTRACARDIACA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.29,PROCEDIMIENTO DIAGNOSTICO CORAZON Y PERICARDIO.OTRO,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.3,PERICARDIECTOMIA Y ESCISION LESION CORAZON,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.31,PERICARDIECTOMIA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.32,ESCISION ANEURISMA CORAZON,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.33,ESCISION LESION CORAZON ABORDAJE ABIERTO OTRA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.34,ESCISION LESION CORAZON ABORDAJE ENDOVASCULAR OTRA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.35,VENTRICULECTOMIA PARCIAL,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.36,ESCISION O DESTRUCCION OREJUELA AURICULAR IZQUIERDA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.37,ESCISION LESION O TEJIDO CORAZON ABOARAJE TORACOSCOPICO OTRA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.4,REPARACION CORAZON Y PERICARDIO,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.41,IMPLANTACION DISPOSITIVO SOPORTE CARDIACO PROTESICO ALREDEDOR CORAZON,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.49,REPARACION CORAZON Y PERICARDIO.OTRA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.5,SUSTITUCION CORAZON,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.51,TRASPLANTE CARDIACO,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.52,IMPLANTE SISTEMA SUSTITUCION CORAZON TOTAL,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.53,SUSTITUCION O REPARACION SISTEMA SUSTITUCION CORAZON UNIDAD TORACICA,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.54,SUSTITUCION O REPARACION SISTEMA SUSTITUCION CORAZON OTRO COMPONENTE,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.55,EXTRACCION SISTEMA INTERNO SUSTITUCION CARDIACO BIVENTRICULAR,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
37.6,IMPLANTACION SISTEMA ASISTENCIA CORAZON,37 OTRAS OPERACIONES SOBRE CORAZON Y PERICARDIO,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR,07. (35 39) OPERACIONES SOBRE EL APARATO CARDIOVASCULAR
